台帳番号,緯度,経度,エリア,行政区,所在地
G12-109,35.1449367830473,137.036132820648,北西地区,岩崎区,日進市岩崎町神明12-109（道路上）
G12-11,35.1542295284689,137.040263082468,北東地区,岩崎区,日進市岩崎町竹ノ山134-2
G12-111,35.1602013315526,137.041363164679,北東地区,岩崎区,日進市岩崎町竹ノ山149-1000
G12-112,35.1471172956619,137.040552189546,北西地区,岩崎区,日進市岩崎町神明（道路上）
G12-113,35.1528206649927,137.039757847717,北東地区,岩崎区,日進市岩崎町竹ノ山149-122
G12-114,35.1463449156923,137.036613361802,北西地区,岩崎区,日進市岩崎町岩根1
G12-116,35.1511469033471,137.039205409021,北東地区,岩崎区,日進市岩崎町六坊12-116（竹の山集会所）
G12-117,35.1491719301747,137.045097210598,北東地区,岩崎区,日進市岩崎町小林（道路上）
G12-118,35.149330589804,137.04537135928,北東地区,岩崎区,日進市岩崎町小林（道路上）
G12-119,35.1568585473353,137.036629560907,北東地区,岩崎区,日進市岩崎町竹ノ山37-939（竹ノ山北公園敷地内）
G12-12,35.1536745568308,137.051339132878,北東地区,岩崎区,日進市岩崎町阿良池
G12-12,35.1475665762967,137.037553963951,北西地区,岩崎区,根裏駐車場横（日進竹の山南部特定土地区画整理組合92-1）
G12-121,35.1476460951031,137.039096177416,北西地区,岩崎区,日進市岩崎町根裏145-1
G12-122,35.1360177731606,137.028687536005,北西地区,岩崎区,日進市岩崎町南高上186-5（道路上）
G12-123,35.1380287613846,137.033795001938,北西地区,岩崎区,日進市岩崎町北高上79-2（道路上）
G12-124,35.1481829954389,137.042652741226,北東地区,岩崎区,日進市岩崎町六坊37（緑地内）
G12-125,35.1511171048691,137.03436465627,北東地区,岩崎区,日進市岩崎町野田（区画整理地内緑地予定地）
G12-126,35.1524688366569,137.033959107348,北東地区,岩崎区,日進市岩崎町野田（区画整理地内緑地予定地）
G12-127,35.1535509902341,137.029952774595,北東地区,岩崎区,日進市岩崎町芦廻間112-305（調整池敷地内）
G12-128,35.1576026130077,137.033895339279,北東地区,岩崎区,日進市岩崎町竹ノ山37-357（道路上）
G12-129,35.1584619928014,137.03767659282,北東地区,岩崎区,日進市岩崎町竹ノ山37-644（生産緑地内）
G12-13,35.1563137594077,137.039305686931,北東地区,岩崎区,名古屋外国語大学インターナショナルハウス（岩崎町竹ノ山37-39）
G12-13,35.1521653604355,137.03195498642,北東地区,岩崎区,日進市岩崎町芦廻間（道路上）
G12-130,35.1603308987147,137.038376161677,北東地区,岩崎区,日進市岩崎町竹ノ山（道路上）
G12-132,35.1434246420697,137.04129658559,北西地区,岩崎区,日進市岩崎町大廻間3-8（サン・キャッスル岩崎専用集積所内）
G12-134,35.1410219343434,137.03661261043,北西地区,岩崎区,日進市岩崎町南口（道路上）
G12-135,35.1416474606772,137.034703065732,北西地区,岩崎区,日進市岩崎町新ラ田93-26
G12-136,35.1558893213659,137.026924463004,北東地区,岩崎区,日進市岩崎町芦廻間112-1620
G12-138,35.15519309707,137.030295776977,北東地区,岩崎区,日進市岩崎町竹ノ山112-1564（緑地予定地）
G12-139,35.1518422715953,137.04516172741,北東地区,岩崎区,日進市岩崎町元井ゲ17-1（道路上）
G12-14,35.1553211377324,137.035637235257,北東地区,岩崎区,ｴｲﾃﾞﾝ日進竹の山店（岩崎町竹ノ山37-996）
G12-14,35.151643602579,137.030906350466,北東地区,岩崎区,日進市岩崎町芦廻間（芦廻間集会所横道路上）
G12-140,35.1494840598715,137.045414484401,北東地区,岩崎区,日進市岩崎町小林145-149（道路上）
G12-143,35.1491930782268,137.037736768843,北東地区,岩崎区,日進市岩崎町六坊22-4（緑地予定地）
G12-144,35.1436527094664,137.033603793703,北西地区,岩崎区,日進市岩崎町新ラ田103-3
G12-145,35.1433646654877,137.032269423943,北西地区,岩崎区,日進市岩崎町新ラ田88-2
G12-146,35.1439996097271,137.031748400412,北西地区,岩崎区,日進市岩崎町石兼56-454
G12-147,35.1580492646737,137.036706916811,北東地区,岩崎区,日進市岩崎町竹ノ山37-1054
G12-148,35.1562936254017,137.033491122699,北東地区,岩崎区,日進市岩崎町竹ノ山3-2（道路上）
G12-149,35.147577924501,137.037544507399,北西地区,岩崎区,日進市岩崎町根裏38-4（緑地予定地）
G12-15,35.1512031434266,137.032027913941,北東地区,岩崎区,日進市岩崎町芦廻間（道路上）
G12-150,35.1594106738125,137.035573159579,北東地区,岩崎区,日進市岩崎町竹ノ山37-677
G12-151,35.1449695231061,137.03489953021,北西地区,岩崎区,日進市岩崎町神明１（道路上）
G12-152,35.1476445173277,137.041909771601,北東地区,岩崎区,日進市岩崎町六坊46-1（菊水川BOX上）
G12-153,35.1414704833868,137.034186899433,北西地区,岩崎区,"日進市岩崎町新ラ田87-350,87-351"
G12-154,35.1502409177125,137.046409389047,北東地区,岩崎区,日進市岩崎町元井ゲ17-2（岩崎みたけちびっこ広場地内）
G12-155,35.1566996787527,137.036012173132,北東地区,岩崎区,日進市岩崎町竹ノ山24-2（竹ノ山北公園敷地内）
G12-156,35.1581186395659,137.038193911506,北東地区,岩崎区,日進市岩崎町竹ノ山（道路上）
G12-157,35.1491752774982,137.041391922474,北東地区,岩崎区,日進市岩崎町六坊28-18
G12-158,35.156737696765,137.038522629868,北東地区,岩崎区,日進市岩崎町竹ノ山（道路上）
G12-159,35.1367761051597,137.033879010766,北西地区,岩崎区,日進市岩崎町北高上73-2
G12-16,35.1508704253539,137.029701856319,北東地区,岩崎区,日進市岩崎町芦廻間（みゆき公園横道路上）
G12-160,35.1526279698241,137.036728928245,北東地区,岩崎区,日進市岩崎町竹ノ山37-911（緑地予定地）
G12-161,35.1532319359322,137.036555865787,北東地区,岩崎区,日進市岩崎町竹ノ山37-911（緑地予定地）
G12-162,35.1543395027828,137.03634654528,北東地区,岩崎区,日進市岩崎町竹ノ山37-911（緑地予定地）
G12-163,35.1456375896041,137.03162519299,北西地区,岩崎区,日進市岩崎町石兼33-4
G12-164,35.1416174275995,137.032717744767,北西地区,岩崎区,日進市岩崎町新ラ田87-301
G12-165,35.1487464195097,137.031783808877,北東地区,岩崎区,日進市岩崎町芦廻間（道路上）
G12-166,35.1443598360976,137.043877283217,北東地区,岩崎区,日進市岩崎町大塚75-9（環境課管理）
G12-167,35.1532167873653,137.037478634369,北東地区,岩崎区,日進竹の山南部特定土地区画整理組合地内46ブロック4-1、4-2、6、7、日進市岩崎町竹ノ山37-233、37-13、根
G12-168,35.1602909887857,137.036791385746,北東地区,岩崎区,日進竹の山南部特定土地区画整理組合２街区２－４（日進市岩崎町竹ノ山３７番地１１０１）
G12-169,35.1460788469927,137.033824502074,北西地区,岩崎区,日進市岩崎町根裏
G12-17,35.149849876512,137.031049266745,北東地区,岩崎区,日進市岩崎町芦廻間（道路上）
G12-170,35.1483335254756,137.030869483589,北西地区,岩崎区,日進市岩崎町石兼56-240
G12-172,35.1497960682437,137.044712141648,北東地区,岩崎区,日進市岩崎町元井ゲ（道路上）
G12-173,35.1552351278466,137.026758194963,北東地区,岩崎区,日進市岩崎町芦廻間112-1025
G12-174,35.1465706651662,137.041256092279,北東地区,岩崎区,日進市岩崎町市場
G12-175,35.1476921369312,137.041669672059,北東地区,岩崎区,日進市岩崎町六坊（道路上）
G12-176,35.1412644204048,137.034690734258,北西地区,岩崎区,日進市岩崎町北高上10-196
G12-177,35.1444763759681,137.031092092876,北西地区,岩崎区,日進市岩崎町石兼8-1
G12-178,35.1452795383282,137.039460723147,北西地区,岩崎区,日進市岩崎町神明109-2
G12-179,35.1542100033685,137.034056162054,北東地区,岩崎区,日進市岩崎町野田
G12-18,35.1495096041587,137.031071782116,北東地区,岩崎区,日進市岩崎町芦廻間（道路上）
G12-180,35.1547251359848,137.030760627704,北東地区,岩崎区,日進市岩崎町竹ノ山112-1564（緑地予定地）
G12-181,35.1470357519031,137.030909722954,北西地区,岩崎区,日進市岩崎町石兼
G12-182,35.1513790115789,137.037150842545,北東地区,岩崎区,竹の山南部土地区画整理道路
G12-183,35.1512669544063,137.037905595689,北東地区,岩崎区,竹の山南部土地区画整理50-2-37
G12-184,35.1486660190854,137.040581848065,北東地区,岩崎区,日進市岩崎町六坊
G12-185,35.1453489346277,137.030167770825,北西地区,岩崎区,日進市岩崎町石兼
G12-188,35.1516266710702,137.037941358551,北東地区,岩崎区,竹の山南部土地区画整理50-2-37
G12-189,35.1459863025161,137.030285126176,北西地区,岩崎区,日進市岩崎町石兼
G12-19,35.1497129123602,137.032476300572,北東地区,岩崎区,日進市岩崎町芦廻間（わんだ公園横道路上）
G12-190,35.1445616821395,137.031764154462,北西地区,岩崎区,日進市岩崎町石兼
G12-191,35.1463934456454,137.030407805833,北西地区,岩崎区,日進市岩崎町石兼
G12-192,35.1439713851428,137.030290682326,北西地区,岩崎区,日進市岩崎町石兼地内
G12-193,35.1449388867045,137.036580149934,北西地区,岩崎区,日進市岩崎町神明
G12-195,35.1467304370845,137.043664538416,北東地区,岩崎区,日進市岩崎町市場127-4
G12-196,35.1459752750289,137.037159843072,北西地区,岩崎区,日進市岩崎町神明12-32
G12-197,35.1428015417258,137.031147876984,北西地区,岩崎区,日進市岩崎町石兼56-773
G12-198,35.151061886192,137.03868244367,北東地区,岩崎区,日進市竹の山三丁目1942-9
G12-199,35.1524930125519,137.048610676847,北東地区,岩崎区,日進市岩崎町四ツ池48-103
G12-2,35.1612723887213,137.040625075909,北東地区,岩崎区,日進市竹の山１００５（惣池公園脇道路上）
G12-2（住民管理）,35.1439254061747,137.038631389872,北西地区,岩崎区,日進市岩崎町ケカチ132-3
G12-20,35.1496475988357,137.033576584568,北東地区,岩崎区,日進市岩崎町岩根（ロイヤル石神敷地内）
G12-200,35.1454901803026,137.036632500827,北西地区,岩崎区,日進市岩崎町神明14-2
G12-201,35.1474179544432,137.036065422589,北西地区,岩崎区,日進市岩崎町岩根2801
G12-202,35.1446503309822,137.035325535955,北西地区,岩崎区,日進市岩崎町西ノ平2-16
G12-203,35.1442736027249,137.034403058691,北西地区,岩崎区,日進市岩崎町新ラ田108-41
G12-204,35.1531073042763,137.038027492267,北東地区,岩崎区,日進市竹の山三丁目1510-8
G12-205,35.1477322760626,137.028889244881,北西地区,岩崎区,日進市岩崎町芦廻間99-2
G12-206,35.1525661411834,137.036907273845,北東地区,岩崎区,日進市竹の山三丁目1601-17
G12-207,35.1521433090875,137.03702714192,北東地区,岩崎区,日進市竹の山三丁目1701-21
G12-209,35.1374186758349,137.031770781163,北西地区,岩崎区,日進市岩崎町北高上３１－１４
G12-21,35.1481964931727,137.029897195973,北東地区,岩崎区,日進市岩崎町石兼４８‐２（道路上）
G12-210,35.1458916296967,137.040761177161,北西地区,岩崎区,日進市岩崎町神明173-27
G12-211,35.1484111466795,137.028246047961,北東地区,岩崎区,日進市岩崎町芦廻間94-19
G12-212,35.1367596743911,137.031897078079,北西地区,岩崎区,日進市岩崎町北高上28-10
G12-214,35.1429910239792,137.036574030587,北西地区,岩崎区,岩崎町西ノ平71-35
G12-215,35.1491106473572,137.037785519684,北東地区,岩崎区,日進市竹の山三丁目210-9
G12-216,35.1372856459874,137.031307688155,北西地区,岩崎区,日進市岩崎町北高上27番地15
G12-217,35.1438065033431,137.035428077755,北西地区,岩崎区,日進市岩崎町西ノ平40-2
G12-218,35.1488802597185,137.040982775482,北東地区,岩崎区,日進市竹の山五丁目1001番7
G12-219,35.1443118367889,137.033017768884,北西地区,岩崎区,岩崎町新ラ田131-2
G12-22,35.1479772868849,137.029521881571,北西地区,岩崎区,日進市岩崎町石兼（道路上）
G12-220,35.1427739287674,137.032092937265,北西地区,岩崎区,日進市岩崎町新ラ田87番349
G12-221,35.1481649177823,137.03335323816,北西地区,岩崎区,日進市岩崎町岩根151
G12-23,35.1484642483465,137.031283473021,北西地区,岩崎区,日進市岩崎町石兼（道路上）
G12-24,35.1488464147825,137.032536660512,北西地区,岩崎区,日進市岩崎町石兼289（道路上）
G12-26,35.1478051806868,137.028631644314,北東地区,岩崎区,日進市岩崎町石兼56-585（道路上）
G12-27,35.1470243694868,137.0291296946,北西地区,岩崎区,日進市岩崎町石兼67-2（道路上）
G12-3,35.1547481601753,137.034213015547,北東地区,岩崎区,日進市岩崎町野田37-749（緑地予定地）
G12-30,35.1478451103442,137.031264084572,北西地区,岩崎区,日進市岩崎町石兼５６‐６５２
G12-31,35.146074244158,137.031213898945,北西地区,岩崎区,日進市岩崎町石兼（道路上）
G12-32,35.14581224209,137.031905313482,北西地区,岩崎区,日進市岩崎町石兼56‐38
G12-34,35.1455639516356,137.032935276103,北西地区,岩崎区,日進市岩崎町石兼87‐215
G12-36,35.1475129157486,137.032552018723,北西地区,岩崎区,日進市岩崎町岩根（道路上）
G12-37,35.1477895137863,137.033071459072,北西地区,岩崎区,日進市岩崎町岩根（岩崎岩根ちびっこ広場敷地内）
G12-38,35.1488148211042,137.033806885546,北西地区,岩崎区,日進市岩崎町岩根293（道路上）
G12-41,35.148003629226,137.035400047891,北西地区,岩崎区,日進市岩崎町岩根７２番地
G12-42,35.1471480339631,137.034792852961,北西地区,岩崎区,日進市岩崎町岩根（岩根台公園敷地内）
G12-43,35.1461913727064,137.034011552089,北西地区,岩崎区,日進市岩崎町岩根（道路上）
G12-44,35.144902305209,137.035592477036,北西地区,岩崎区,日進市岩崎町神明(神明社運動公園敷地内）
G12-45,35.143900305279,137.035391930313,北西地区,岩崎区,日進市岩崎町西ノ平37-1
G12-46,35.1441653168295,137.033150363172,北西地区,岩崎区,日進市岩崎町新ラ田（道路上）
G12-48,35.1481236548684,137.038300606499,北西地区,岩崎区,日進市岩崎町根裏11-10（竹ノ山南公園敷地内）
G12-49,35.1476918927082,137.039614682494,北西地区,岩崎区,日進市岩崎町神明（道路上）
G12-5,35.1568099165277,137.041205804816,北東地区,岩崎区,日進市岩崎町竹ノ山149-392（竹ノ山団地公園敷地内）
G12-50,35.1466089998188,137.040669967408,北西地区,岩崎区,日進市岩崎町神明（道路上）
G12-51,35.1536731359613,137.032207692445,北東地区,岩崎区,日進市岩崎町野田18-235（緑地予定地）
G12-52,35.1460514819719,137.039576185666,北西地区,岩崎区,日進市岩崎町神明142-5
G12-53,35.1451570384946,137.04093614971,北西地区,岩崎区,日進市岩崎町神明222-1（道路用地）
G12-54,35.1440744733879,137.039627986555,北西地区,岩崎区,日進市岩崎町神明99-1
G12-55,35.1440654065786,137.038977860708,北西地区,岩崎区,日進市岩崎町ケカチ76-2（道路上）
G12-56,35.1451765937189,137.038010230656,北西地区,岩崎区,日進市岩崎町神明24-1
G12-57,35.1506216251334,137.033584876613,北東地区,岩崎区,日進市岩崎町野田（道路上）
G12-58,35.152431400236,137.052996147943,北東地区,岩崎区,日進市岩崎町阿良池60-6（道路上）
G12-59,35.1512642260413,137.045216147869,北東地区,岩崎区,日進市岩崎町元井ゲ１７‐１（道路上）
G12-6,35.1561768273834,137.041728151248,北東地区,岩崎区,日進市岩崎町竹ノ山149-373（御獄神社敷地内）
G12-60,35.1511487054977,137.044633294056,北東地区,岩崎区,日進市岩崎町元井ゲ１７‐１（道路上）
G12-61,35.1501646095874,137.044203975013,北東地区,岩崎区,日進市岩崎町元井ゲ１７‐１（道路上）
G12-63,35.150929181271,137.045962218257,北東地区,岩崎区,日進市岩崎町元井ゲ１７‐１（道路上）
G12-64,35.1507970393028,137.046790191865,北東地区,岩崎区,日進市岩崎町竹田２‐１（水路上）
G12-65,35.149433819329,137.044845594204,北東地区,岩崎区,日進市岩崎町元井ゲ１７‐１（道路上）
G12-66,35.1497505171789,137.046852859888,北東地区,岩崎区,日進市岩崎町元井ゲ１７‐３（北っこクラブ日進北学童保育所敷地内）
G12-67,35.1489141009097,137.044455647003,北東地区,岩崎区,日進市岩崎町小林１４５‐１３（道路上）
G12-68,35.148660522799,137.045532922152,北東地区,岩崎区,日進市岩崎町元井ゲ１４５‐１３（道路上）
G12-69,35.1485813851832,137.046084986527,北東地区,岩崎区,日進市岩崎町小林１４５‐１３（道路上）
G12-7,35.1557126488604,137.043201543367,北東地区,岩崎区,日進市岩崎町竹ノ山149-677
G12-70,35.1487423003982,137.04663603883,北東地区,岩崎区,日進市岩崎町小林（水路上）
G12-71,35.1470083644844,137.046459142352,北東地区,岩崎区,日進市岩崎町小林１２‐７１
G12-72,35.1457444294263,137.045723926272,北東地区,岩崎区,日進市岩崎町小林９２‐２
G12-73,35.144281474879,137.042966280667,北東地区,岩崎区,日進市岩崎町大塚４５‐１
G12-74,35.144435988077,137.044481108161,北東地区,岩崎区,日進市岩崎町大塚９３‐６
G12-75,35.1447776546324,137.046480640468,北東地区,岩崎区,日進市岩崎町梅ノ木１５９‐２（道路用地）
G12-76,35.1463400321022,137.049779838488,北東地区,岩崎区,日進市岩崎町梅ノ木２２９‐４
G12-77,35.1457356019969,137.048471506421,北東地区,岩崎区,日進市岩崎町梅ノ木
G12-78,35.1441543586485,137.048186914021,北東地区,岩崎区,日進市岩崎町梅ノ木１０
G12-79,35.1469657850264,137.043289275974,北東地区,岩崎区,日進市岩崎町六坊（菊水川ボックス上）
G12-8,35.1551092653165,137.040707353922,北東地区,岩崎区,日進市岩崎町竹ノ山149-330（日進グリーンハイツ集会所敷地内）
G12-80,35.1457638790127,137.043820409633,北東地区,岩崎区,日進市岩崎町市場118
G12-81,35.1451856011821,137.044179716504,北東地区,岩崎区,日進市岩崎町市場164-1
G12-82,35.1485417137577,137.044189943455,北東地区,岩崎区,日進市岩崎町小林145-145
G12-83,35.1497113418753,137.039977464701,北東地区,岩崎区,日進市岩崎町六坊（道路上）
G12-85,35.1529314364152,137.052614260516,北東地区,岩崎区,日進市岩崎町阿良池58-41（水路上）
G12-86,35.1509323518668,137.045255933649,北東地区,岩崎区,日進市岩崎町元井ゲ17-1（道路上）
G12-87,35.1500229459274,137.045413355756,北東地区,岩崎区,日進市岩崎町元井ゲ17-1（道路上）
G12-89,35.1429889154432,137.034872981301,北西地区,岩崎区,日進市岩崎町新ラ田94-27
G12-9,35.1549228056964,137.04119026202,北東地区,岩崎区,日進市岩崎町竹ノ山149-741
G12-90,35.1423742256445,137.035131103511,北西地区,岩崎区,日進市岩崎町新ラ田52-3
G12-91,35.1436723064972,137.036793975498,北西地区,岩崎区,日進市岩崎町ケカチ52-10
G12-92,35.1434706254938,137.039145823013,北西地区,岩崎区,日進市岩崎町大廻間95-2
G12-93,35.1426201726079,137.038781369894,北西地区,岩崎区,日進市岩崎町大廻間61-2
G12-94,35.143378984747,137.041254183952,北西地区,岩崎区,日進市岩崎町大廻間1080(水路上）
G12-96,35.1420255196428,137.043869814509,北東地区,岩崎区,日進市岩崎町向イ田１０６７
G12-97,35.141556738541,137.038192833117,北西地区,岩崎区,日進市岩崎町畦道1001（水路上）
G12-98,35.1411967949405,137.036090065713,北西地区,岩崎区,日進市岩崎町南口６７（岩崎南口児童遊園敷地内）
G12-99,35.1416457105648,137.037344156331,北西地区,岩崎区,日進市岩崎町南口22
G13-01,35.1477299690825,137.064103524271,北東地区,岩藤区,小出新聞店（岩藤町一ノ井26-1）
G13-02,35.148250960382,137.054389890508,北東地区,岩藤区,岩藤公民館前（岩藤町所寒525）
G13-03,35.1472216706478,137.070971944047,北東地区,岩藤区,総合運動公園（岩藤町大清水919-1）
G13-04,35.149324096164,137.067021855244,北東地区,岩藤区,一ノ井集会所（岩藤町一ノ井899-4）
G13-05,35.1477264993051,137.053811012033,北東地区,岩藤区,アオキスーパー日進岩藤店（岩藤町下原196）
G13-1,35.1491039213738,137.067192022187,北東地区,岩藤区,日進市岩藤町一ノ井897-15
G13-10,35.1466496663085,137.056499843807,北東地区,岩藤区,日進市岩藤町上原（道路上）
G13-11,35.1468218556203,137.059325687324,北東地区,岩藤区,日進市岩藤町長田（道路上）
G13-12,35.1468629723236,137.062540337169,北東地区,岩藤区,日進市岩藤町夏焼（道路上）
G13-13,35.1478270579788,137.052418122218,北東地区,岩藤区,日進市岩藤町下原228-9
G13-2,35.1451040436698,137.048932922901,北東地区,岩藤区,日進市岩藤町平子78-1（道路上）
G13-3,35.1436123702347,137.048982810568,北東地区,岩藤区,日進市岩藤町平子78-1（道路上）
G13-4,35.1470358670103,137.051100572268,北東地区,岩藤区,日進市岩藤町下原243-1（防火水槽脇）
G13-5,35.1475459430096,137.051991362374,北東地区,岩藤区,日進市岩藤町下原231-4
G13-7,35.1482549439649,137.054311192546,北東地区,岩藤区,日進市岩藤町所寒524-5（岩藤公民館敷地内）
G13-8,35.1468736636224,137.054910243879,北東地区,岩藤区,日進市岩藤町上原513-2（道路上）
G13-9,35.1450676171332,137.054143049005,北東地区,岩藤区,日進市岩藤町上原409-1
G14-01,35.1564242481279,137.057167201312,北東地区,北新区,相野山福祉会館（北新町二段場920-8）
G14-02,35.1625184357801,137.055222663443,北東地区,北新区,奥島（観音堂）（北新町南鴬504-3）
G14-03,35.1578733827683,137.055347325821,北東地区,北新区,北新町集荷場（北新町殿ヶ池中627）
G14-04,35.1566950614579,137.054525702767,北東地区,北新区,下組公会堂（北新町薬師池西3-1）
G14-05,35.1498509576081,137.058971592541,北東地区,北新区,八幡神社（北新町相野山1353-1）
G14-06,35.1653899474982,137.05178837352,北東地区,北新区,メルヴェーユ４５（北新町東口論義24）
G14-07,35.1642092247337,137.057535048617,北東地区,北新区,クローバーガーデン（北新町北鶯147）
G14-1,35.1660656751771,137.052553552407,北東地区,北新区,日進市北新町東口論義57
G14-11,35.1503614978594,137.054163968835,北東地区,北新区,日進市北新町狐塚49（水路上）
G14-12,35.1491970431895,137.055574479672,北東地区,北新区,日進市北新町八幡西36
G14-13,35.1564392100219,137.057065101282,北東地区,北新区,日進市北新町二段場920-8(相野山福祉会館敷地内）
G14-18,35.1613321432193,137.054456769775,北東地区,北新区,日進市北新町南鶯475-2（道路上）
G14-2,35.1625479565306,137.055269824974,北東地区,北新区,日進市北新町南鶯504-3（奥島集会所敷地内）
G14-20,35.1674412415517,137.057695178609,北東地区,北新区,日進市北新町福井182-158
G14-21,35.1503651556363,137.057372549131,北東地区,北新区,北新町相野山地内
G14-22,35.1498236998145,137.060980575558,北東地区,北新区,日進市北新町東相野山18
G14-23,35.1500350605776,137.062928450445,北東地区,北新区,日進市北新町東相野山37
G14-24,35.16570061662,137.051250913154,北東地区,北新区,日進市北新町西口論議
G14-25,35.155851969587,137.056726832102,北東地区,北新区,日進市北新町二段場
G14-3,35.1634692967603,137.056915381233,北東地区,北新区,日進市北新町北鶯38-2（道路上）
G14-5,35.1604719941789,137.056138731461,北東地区,北新区,日進市北新町殿ケ池上36-1（水路上）
G14-6,35.1592860575835,137.055460108058,北東地区,北新区,日進市北新町殿ケ池中57（水路上）
G14-7,35.1579778654961,137.054472901397,北東地区,北新区,日進市北新町殿ケ池中36-1（北新町区民会館敷地内）
G14-8,35.1566986851389,137.054447655757,北東地区,北新区,日進市北新町薬師池西3-1（下組公会堂敷地内）
G14-9,35.1567138342265,137.055725285439,北東地区,北新区,日進市北新町薬師池西42
G15-01,35.113146834077,137.042475137944,南西地区,南ケ丘区,南ケ丘会館（南ケ丘1-6）
G15-02,35.1135547481831,137.041953416178,南西地区,南ケ丘区,南ケ丘郵便局（南ケ丘2-2-2）
G15-1,35.1160030229254,137.046425270144,南西地区,南ケ丘区,日進市南ケ丘2-19-19
G15-10,35.1139478180476,137.046086663747,南西地区,南ケ丘区,日進市南ケ丘1-21-26（道路上）
G15-11,35.1148760345314,137.042590230435,南西地区,南ケ丘区,日進市南ケ丘2-21-4（道路上）
G15-12,35.1149285387894,137.043601765572,南西地区,南ケ丘区,日進市南ケ丘2-21-3（道路上）
G15-13,35.1148405750202,137.041419265439,南西地区,南ケ丘区,日進市南ケ丘22（「毎年移動青色線内の世帯」となっていたが、固定設置）
G15-15,35.1144853895243,137.04423127305,南西地区,南ケ丘区,日進市南ケ丘2-21-1（道路上）
G15-16,35.1140005343388,137.043113650681,南西地区,南ケ丘区,日進市南ケ丘2-21-1（道路上）
G15-19,35.1137738959625,137.044435293748,南西地区,南ケ丘区,日進市南ケ丘1-29-2（道路上）
G15-2,35.1158084217631,137.045994948664,南西地区,南ケ丘区,日進市南ケ丘2-21-3
G15-20,35.1133401908485,137.044510212099,南西地区,南ケ丘区,日進市南ケ丘1-29-2（道路上）
G15-22,35.1125735679955,137.044217786836,南西地区,南ケ丘区,日進市南ケ丘1-29-18（道路上）
G15-23,35.1131441698793,137.042250575216,南西地区,南ケ丘区,日進市南ケ丘1-6（南ケ丘会館敷地内）
G15-24,35.1123166467634,137.041388460987,南西地区,南ケ丘区,日進市南ケ丘1-21-21（道路上）
G15-25,35.1121447098247,137.041972129851,南西地区,南ケ丘区,日進市南ケ丘1-29-7（道路上）
G15-27,35.1119267968241,137.040721291369,南西地区,南ケ丘区,日進市南ケ丘3-23（愛知用水BOX上）
G15-28,35.1117632679365,137.041412784469,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目１１ブロック内で毎年移動）（道路上）
G15-29,35.1128298715298,137.039766566367,南西地区,南ケ丘区,日進市南ケ丘三丁目24-15（道路上）
G15-3,35.1155739939977,137.04630807345,南西地区,南ケ丘区,日進市南ケ丘2-21-2（道路上）
G15-31,35.1108377532354,137.041248550295,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目１２ブロック内で毎年移動）（道路上）
G15-32,35.1104909446149,137.04131797435,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目7ブロック内で毎年12月に移動）（道路上）
G15-33,35.1105785011139,137.040820122892,南西地区,南ケ丘区,日進市南ケ丘三丁目（道路上）
G15-34,35.1106197554497,137.041049665599,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目5ブロック内で毎年移動）（道路上）
G15-35,35.1099728776668,137.040796042095,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目8ブロック内で毎年移動）（道路上）
G15-36,35.1103978864379,137.041291020544,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目9ブロック内で毎年移動）（道路上）
G15-37,35.110036364073,137.041428371571,南西地区,南ケ丘区,日進市南ケ丘三丁目（道路上）
G15-39,35.1095596781454,137.040562905656,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目1ブロック内で毎年12月に移動）（道路上）
G15-4,35.11563064192,137.045080021245,南西地区,南ケ丘区,日進市南ケ丘2-15（南ケ丘二丁目公園敷地内）
G15-40,35.1093826427443,137.04039994437,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目2ブロック内で毎年12月に移動）（道路上）
G15-41,35.1095976470274,137.039888298457,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目１４ブロック内で毎年１２月に移動）（道路上）
G15-43,35.1135168197509,137.041450911657,南西地区,南ケ丘区,日進市南ケ丘二丁目21-3（道路上）
G15-44,35.1141759523126,137.044531674043,南西地区,南ケ丘区,日進市南ケ丘一丁目29-10（道路上）
G15-46,35.1108204157996,137.041045956905,南西地区,南ケ丘区,日進市南ケ丘三丁目（道路上）
G15-48,35.1128485737426,137.042417885701,南西地区,南ケ丘区,日進市南ケ丘一丁目６（南ケ丘ちびっこ広場敷地内）
G15-49,35.1129929634767,137.04265901776,南西地区,南ケ丘区,日進市南ケ丘一丁目６（南ケ丘ちびっこ広場敷地内）
G15-5,35.1151844272239,137.044190403319,南西地区,南ケ丘区,日進市南ケ丘2-20-3（南ケ丘二丁目公園敷地横）
G15-50,35.1097281711117,137.040140627395,南西地区,南ケ丘区,日進市南ケ丘三丁目（三丁目4ブロック内で毎年12月に移動）（道路上）
G15-51,35.1099433803585,137.040343790152,南西地区,南ケ丘区,日進市南ケ丘3丁目10-1（三丁目１５ブロック内で毎年１２月に移設）（道路上）
G15-52,35.1134431827219,137.041812065801,南西地区,南ケ丘区,日進市南ケ丘二丁目２１－１（道路上）
